Fold,Case ID,Sentence,Sentence Attention Weight,Prediction,Label
fold_4,941,"Impact on Commerce Peppiatt-Wildman and Wildman's unique approaches to investigate kidney and bladder function in a range of experimental models, including tissue slices, isolated and perfused organs, and urine have received substantial industrial financial support and so this research has had demonstrable impact on commerce.",0.009733828715980053,0.8969098925590515,0
fold_4,941,"Initial research using the novel kidney-slice methodology was presented in an `invited speaker' acute kidney injury session at the American Society of Nephrology `Renal Week' meeting in 2011, a meeting which attracts ~13,000 international clinicians and researchers.",0.021056698635220528,0.8969098925590515,0
fold_4,941,"This presentation resulted, subsequently, in collaborative links being initiated with Pfizer USA and a collaborative research contract based on the application of the model to better understand acute kidney injury (AKI) is now in place at MSOP (Pfizer contract worth £528K, 5.1).",0.012376025319099426,0.8969098925590515,0
fold_4,941,"Research at Pfizer has been directly influenced, therefore, by the possibilities opened up through use of this novel model and Pfizer have invested in this now because of its immediate potential for discovering new lead compounds for kidney disease (5.2).",0.006981628481298685,0.8969098925590515,0
fold_4,941,"In 2012, collaborative links were initiated with Biogen Idec (USA) and a pilot project, supported and funded by Biogen Idec (5.3), to investigate novel therapies in AKI is now underway to provide preliminary data for an MRC MICA application.",0.03335978090763092,0.8969098925590515,0
fold_4,941,"The direction of Biogen Idec's research programme has, therefore, been directly influenced by the research collaboration with Peppiatt-Wildman and Wildman (5.4).",0.01531966682523489,0.8969098925590515,0
fold_4,941,Thus the focus and direction of research in two separate pharmaceutical companies has been directly influenced by the research of Peppiatt-Wildman and Wildman and these companies have invested in research and development as a direct result of this work.,0.014239882118999958,0.8969098925590515,0
fold_4,941,This emphasises the requirement for Pharmaceutical companies to engage with Peppiatt-Wildman and Wildman in order to develop this model for their own internal use.,0.017002306878566742,0.8969098925590515,0
fold_4,941,"In the longer term, it is envisaged by both MSOP and industry that the impact of these two industry collaborations will be identification of novel therapeutics for AKI.",0.02180139347910881,0.8969098925590515,0
fold_4,941,Impact on Clinical Practice The novel approaches developed have also made an impact on clinical practice.,0.018303336575627327,0.8969098925590515,0
fold_4,941,Peppiatt-Wildman and Wildman initiated collaborative links with the Centre for Nephrology at UCL in order to identify how this novel model and methodology might be applied to address specific clinical problems.,0.043143607676029205,0.8969098925590515,0
fold_4,941,Their methodology was used to address a highlighted clinical problem of drug-induced nephrotoxicity that was observed in a wide cross section of patients exposed to non-steroidal anti-inflammatory drugs and also in HIV patients being treated with anti-retrovirals.,0.061486516147851944,0.8969098925590515,0
fold_4,941,This pioneering research not only addresses a costly clinical problem but also demonstrates how this model can be used to characterise other known cases of drug-induced nephrotoxicity.,0.039272379130125046,0.8969098925590515,0
fold_4,941,"Both Peppiatt-Wildman and Wildman hold Honorary positions in the Division of Medicine at UCL and provide lectures to renal clinicians, including the Renal Physiology for Clinicians accredited CPD course, which informs clinicians of new and apposite basic and clinical renal research.",0.022720450535416603,0.8969098925590515,0
fold_4,941,In 2012 Peppiatt-Wildman and Wildman began working with nephrologists at Kent and Canterbury Hospital to address nephrotoxic side-effects associated with immunosuppressant medication commonly prescribed to renal transplant patients.,0.0740811824798584,0.8969098925590515,0
fold_4,941,This work has resulted in an internal review of combination drug therapies and funding from Kidney Research UK.,0.08552601933479309,0.8969098925590515,0
fold_4,941,"Additionally, research into the chronic recalcitrant UTIs associated with renal transplant patients (using advanced urinalysis imaging), has instigated a local trial of a series of `bedside' tests, using standard microscopy, to help identify patients likely to present with recurrent UTIs.",0.05562197044491768,0.8969098925590515,0
fold_4,941,"This work has also resulted in funding from Kidney Research UK to implement a longitudinal, comparative, observational study.",0.05938334763050079,0.8969098925590515,0
fold_4,941,"Nephrologists at Kent and Canterbury Hospital began developing new diagnostics for recurrent UTIs in renal transplant patients, involving simple imaging, and have altered clinical practice as a result of this research collaboration (5.5).",0.04307509958744049,0.8969098925590515,0
fold_4,941,"Also in 2012, Peppiatt-Wildman and Wildman began investigating the aetiology of OAB using advanced imaging methodologies, in collaboration with clinicians at Medway NHS Trust.",0.01980970986187458,0.8969098925590515,0
fold_4,941,"The research collaboration focuses on the aetiology of OAB, a comprehensive search for biomarkers, and developing better `bedside' tests, of which the most promising involve simple imaging.",0.020815065130591393,0.8969098925590515,0
fold_4,941,"As a direct result of the collaboration, a laboratory has now been established at Medway NHS Trust Outpatients Department.",0.01482976321130991,0.8969098925590515,0
fold_4,941,"This serves primarily as an adjunct to continence clinics providing rapid, cost-effective, `bedside' urinalysis (including imaging of fresh urine samples) to inform treatment strategies.",0.03368853032588959,0.8969098925590515,0
fold_4,941,In a short period of time this research collaboration has altered clinical practice (5.6).,0.021645423024892807,0.8969098925590515,0
fold_4,941,Thus the impact of this research in clinical practice is the identification of a broader range of superior diagnostics that provides clinicians with the enhanced capacity to improve the health outcomes of their patients.,0.008735672570765018,0.8969098925590515,0
fold_4,942, The Guide to Receptors and Channels has contributed to the development and maintenance of the intellectual infrastructure of pharmacology.,0.016963714733719826,0.8701158165931702,0
fold_4,942,"The key tools it provides have influenced appropriate identification of lead drug targets and how best to study them and, as a result, it has received endorsement and financial support from the Pharmaceutical Industry.",0.006071534473448992,0.8701158165931702,0
fold_4,942,It is used widely as a teaching aid for undergraduates and research postgraduates and provides the general public with accurate information on prescription drug action.,0.021053453907370567,0.8701158165931702,0
fold_4,942,"It led to the formation of the Guide to Pharmacology website in collaboration with the International Union of Basic and Clinical Pharmacology. 
 ",0.014116819947957993,0.8701158165931702,0
fold_4,942,"The Guide to Receptors and Channels (GRAC) (3.1 - 3.3) was written by Professor Alistair Mathie together with Professor John Peters, University of Dundee and Dr Stephen Alexander, University of Nottingham.",0.01871970295906067,0.8701158165931702,0
fold_4,942,"Each of the authors specialised in different areas of GRAC but all contributed to the total publication and were listed in alphabetical order, to signify equal contribution.",0.020985281094908714,0.8701158165931702,0
fold_4,942,The great proliferation of drug targets in recent years drove the need to provide a logically organised synopsis of the nomenclature and pharmacology of these targets.,0.02065064199268818,0.8701158165931702,0
fold_4,942,This was the main goal behind GRAC.,0.00954483263194561,0.8701158165931702,0
fold_4,942,GRAC provides an authoritative but user friendly publication which allows a rapid overview of the key properties of a wide range of established or potential pharmacological targets.,0.02351771853864193,0.8701158165931702,0
fold_4,942,"As a ""major research database"" and, therefore, a work of research scholarship (Ref 02.2011, Annex C, Definitions of research and impact for the REF), GRAC has contributed to the ""development and maintenance of the intellectual infrastructure"" of the field of pharmacology.",0.020153379067778587,0.8701158165931702,0
fold_4,942,"The information in GRAC is provided in such a way that a newcomer to a particular target group can identify the main elements ""at a glance"".",0.0069269416853785515,0.8701158165931702,0
fold_4,942,"Targets were selected for inclusion where there was sufficient pharmacological knowledge to allow clear definition or where, in the view of the authors, there was clear interest in the molecular class from the pharmacological community.",0.04481721669435501,0.8701158165931702,0
fold_4,942,"Each entry was presented, wherever possible, on a single page to allow easy access and rapid oversight.",0.004016288090497255,0.8701158165931702,0
fold_4,942,One priority of GRAC was to present pharmacological agents which were the most selective and which were available for use either by donation or from commercial sources.,0.017599763348698616,0.8701158165931702,0
fold_4,942,"GRAC grouped pharmacological targets into seven sections based on their similarities of structure and function: G protein coupled receptors, ligand-gated ion channels, ion channels, catalytic receptors, nuclear receptors, transporters and enzymes.",0.018271733075380325,0.8701158165931702,0
fold_4,942,"In the latest edition (2011), information was provided on the properties of over 1800 established or potential individual drug targets, the key licensed medicines and experimental drugs that act on them and recommended reading lists for newcomers to each field.",0.02818351238965988,0.8701158165931702,0
fold_4,942,"The authors of the guide compiled each of the individual records, taking advice from many consultants and experts in the field.",0.011566037312150002,0.8701158165931702,0
fold_4,942,"With each record, an indication was given of the status of the nomenclature as proposed by NC-IUPHAR, the nomenclature committee of the International Union of Basic and Clinical Pharmacology.",0.02859961986541748,0.8701158165931702,0
fold_4,942,"Where this guidance was lacking, advice from several prominent independent experts was obtained to provide an authoritative consensus.",0.005260692443698645,0.8701158165931702,0
fold_4,942,"Mathie contributed to all sections of GRAC but provided particular specialist input to the sections on G protein coupled receptors, ligand gated ion channels, ion channels and transporters based on his own research contributions to these fields including publications from Kent (e.g. 3.4 - 3.6) and his links to the Pharmaceutical Industry through his Royal Society Industry Fellowship (2009-2013).",0.0196789912879467,0.8701158165931702,0
fold_4,942,"GRAC was first published in 2004 with new editions in 2006 (revised 2007), 2008, 2009 and 2011.",0.03297659009695053,0.8701158165931702,0
fold_4,942,"Mathie was employed by Imperial College London in 2004, but arrived in Kent in 2007.",0.014695861376821995,0.8701158165931702,0
fold_4,942,"In 2007, the revised 2nd edition of GRAC consisted of 100 distinct target groups on 180 pages.",0.03122382052242756,0.8701158165931702,0
fold_4,942,"By comparison, the 5th edition in 2011 consisted of 166 distinct target groups (90 of them (54%) completely new compared with 2007) on 324 pages, including 50 new transporter targets.",0.01870308816432953,0.8701158165931702,0
fold_4,942,"In addition, every single target page existing in 2007 was revised and updated in subsequent editions to reflect developments in the field.",0.007809797301888466,0.8701158165931702,0
fold_4,942,"In October 2013, Scopus showed that the 2008 edition had been cited 516 times, the 2009 edition 423 times and the 2011 edition 425 times. 
 ",0.03200601413846016,0.8701158165931702,0
fold_4,942,GRAC leads to impact in a number of different ways.,0.0074437460862100124,0.8701158165931702,0
fold_4,942,"As a consequence of its huge academic impact, exemplified by the number of citations it receives (over 1,350 since 2008, see also above), GRAC has impacted on educational practices for both research students and undergraduates in the UK and abroad, research in the pharmaceutical industry, the public understanding of drugs and in health and welfare.",0.03247441351413727,0.8701158165931702,0
fold_4,942,"The production and publication of GRAC was supported by the British Pharmacological Society and by regular awards from the pharmaceutical industry, particularly Pfizer (5.1) indicative of the importance pharmaceutical companies placed on its role in helping to appropriately identify potential lead drug targets.",0.022115088999271393,0.8701158165931702,0
fold_4,942,"In its early incarnations, the emphasis was on producing a ring-bound printed copy for heavy-duty daily use in teaching laboratories and in academic and industrial laboratories.",0.0053847786039114,0.8701158165931702,0
fold_4,942,"Since this format was offered free to all members of BPS and all subscribers to the British Journal of Pharmacology, it was expensive to produce.",0.003811120055615902,0.8701158165931702,0
fold_4,942,"The Head of the Research Enabling Group at Pfizer states that GRAC is ""an important laboratory resource"" which is ""in constant use"" and has ""greatly influenced the direction of [their] work by helping [them] to appropriately identify potential new drug targets and determine the best pharmacological tools available to study them"" (5.2).",0.014230996370315552,0.8701158165931702,0
fold_4,942,"Despite this emphasis on the printed copy, even in 2008, the website containing the pdf file received 182,000 hits from academic and industrial scientists across the world (5.1).",0.009250246919691563,0.8701158165931702,0
fold_4,942,"More recently, the routine use of tablet and mobile electronic devices has emphasised the importance of establishing a user friendly on-line platform for GRAC (not simply provision of the pdf file) to extend its reach and significance.",0.02369982749223709,0.8701158165931702,0
fold_4,942,"This has led to the development of guidetopharmacology.org (below, see also 5.3).",0.009990925900638103,0.8701158165931702,0
fold_4,942,"In December 2008, in recognition of the impact of GRAC, particularly as a resource in higher education, Alexander, Mathie and Peters were awarded the prestigious Rang Prize of the British Pharmacological Society (5.4).",0.03329445421695709,0.8701158165931702,0
fold_4,942,"The award committee considered that GRAC was ""both a research tool and a teaching tool, and that it has made an important contribution to the maintenance and development of pharmacology as a discipline"" (5.4).",0.022083507850766182,0.8701158165931702,0
fold_4,942,"In 2009, as retiring editor of the British Journal of Pharmacology, Rang stated ""another ongoing success is the Guide to Receptors and Channels (GRAC) a much valued and regularly updated compendium.......which brings so much credit to the Journal"" (5.5).",0.010289044119417667,0.8701158165931702,0
fold_4,942,"Also in 2009, in recognition of the importance of GRAC, all three authors were invited to become members of the nomenclature committee (NC) of IUPHAR.",0.008099510334432125,0.8701158165931702,0
fold_4,942,"As part of its mission, NC-IUPHAR has the role of issuing authoritative guidelines for receptor and ion channel classification and maintaining a website with data on all known receptor systems freely available to all scientists and the general public anywhere in the world.",0.004600053187459707,0.8701158165931702,0
fold_4,942,"Discussions between NC-IUPHAR and other organisations led to the creation of the Guide to Pharmacology (guidetopharmacology.org, 5.3) perhaps the biggest single impact arising from GRAC.",0.013018118217587471,0.8701158165931702,0
fold_4,942,GuidetoPharmacology.org was launched in October 2011 and announced in a variety of media outlets including the front page of Pharmacology International (5.3).,0.012775448150932789,0.8701158165931702,0
fold_4,942,"It is built on collaboration between the British Pharmacological Society and IUPHAR and is intended as a ""one-stop-shop"" source of quantitative information on drug targets and the prescription medicines and experimental drugs that act on them.",0.014180833473801613,0.8701158165931702,0
fold_4,942,It is targeted at both researchers and students in pharmacology and drug discovery (both in academia and Industry) and also aims to provide the general public with accurate information on the basic science underlying drug action (5.6).,0.016787268221378326,0.8701158165931702,0
fold_4,942,It provides a single entry point to the online version of GRAC and the related IUPHAR database.,0.013343635015189648,0.8701158165931702,0
fold_4,942,"Because of its importance, it is supported financially by the British Pharmacological Society, the American Society for Pharmacology and Experimental Therapeutics, IUPHAR and a large number of pharmaceutical companies (Servier, Pfizer, Astra Zeneca, GlaxoSmithKline, Lunbeck, Merck, Abbott, Discoverx and Actelion, 5.7).",0.013266165740787983,0.8701158165931702,0
fold_4,942,Thus Industry has invested in research and development.,0.009646877646446228,0.8701158165931702,0
fold_4,942,The development and curation of the Guide to Pharmacology is carried out by the IUPHAR database team led by Professor Tony Harmar.,0.022873302921652794,0.8701158165931702,0
fold_4,942,"This team and NC-IUPHAR have recently received support from a Biomedical Resource Grant from the Wellcome Trust (2012-2015) ""Guidetopharmacology.org — a peer reviewed online resource giving information on drugs and their targets"" (£552,750).",0.04759540781378746,0.8701158165931702,0
fold_4,942,"This award is allowing the resource to expand GRAC to provide quantitative data on all of the targets of human prescription medicines, enhance information on the therapeutic uses of drugs in the resource and allow rigorous curation of the structure and nomenclature of the chemical substances in the resource (5.8, 5.9).",0.018317971378564835,0.8701158165931702,0
fold_4,942,"Although only launched in late 2011, the guidetopharmacology already receives hits of around 130,000 per annum from both academia and industry in 166 countries (5.10) and it has already extended the use of GRAC as a higher education tool in a large number of HEIs worldwide.",0.049963947385549545,0.8701158165931702,0
fold_4,942,"For example, the University of Edinburgh now arranges demonstration workshops and practical tasks around guidetopharmacology to facilitate access to the information in GRAC for 4th year Pharmacology students (5.10), thus educational practices have changed outside of the submitting unit.",0.03896000236272812,0.8701158165931702,0
fold_4,942,"In summary, GRAC is a key tool in the maintenance and development of Pharmacology, leading to Industry investing in research and development and altering education practices in HEIs.",0.028390271589159966,0.8701158165931702,0
fold_4,1112," The case study addresses the impact of the project `Children Decide: power, participation and purpose in the primary classroom' (2004-6) regarding its two aims: developing collaborative approaches to decision-making in schools, and advancing methodological understanding of children as action researchers.",0.09469570964574814,0.08780033141374588,0
fold_4,1112,The project made a subsequent methodological contribution (children as researchers) to educational evaluation and policy in two international organisations.,0.014522434212267399,0.08780033141374588,0
fold_4,1112,"Since 2008, the project has had a direct and significant impact on children's participation in decision-making in Norfolk schools, as reported by the teachers and those who attended dissemination conferences and professional development initiatives, and nationally by educators who used the published report. 
 ",0.010624176822602749,0.08780033141374588,0
fold_4,1112,"The `Children Decide' project focused on children researching their role in decision-making in their classrooms and schools, with a view to increasing their involvement.",0.028052639216184616,0.08780033141374588,0
fold_4,1112,"Led by co-investigators, Sue Cox (Senior Lecturer), at the University of East Anglia (UEA), 1999-present, and Anna Robinson- Pant (Professor) at UEA 2000-present, the action research project was carried out by children and their class teachers in six Norfolk primary schools from 2004 to 2006.",0.05884184688329697,0.08780033141374588,0
fold_4,1112,"Recognised as fulfilling their aim to support practitioner and policy-focused research, the project was funded by the CfBT Education Trust.",0.02290615253150463,0.08780033141374588,0
fold_4,1112,"As the project aimed to introduce more participatory approaches to decision-making in classrooms, this necessarily had implications for the ways in which adults worked with children as action researchers.",0.03457676246762276,0.08780033141374588,0
fold_4,1112,"The project explored the constraints encountered by both children and teachers in sharing decisions, and in carrying out action research, and identified two dimensions of impact: the teachers' thinking and action, as well as children's research and decision-making.",0.05597105994820595,0.08780033141374588,0
fold_4,1112,Children researched their own decision-making and began to take more ownership of decision-making in their classrooms.,0.007554973009973764,0.08780033141374588,0
fold_4,1112,"Teachers developed more insight into children's values, priorities and practices, though they struggled with their need to mediate the project aims in the context of their professional role in the current target-driven school culture.",0.02095763199031353,0.08780033141374588,0
fold_4,1112,"Key research insights were related to methodological innovation, as well as the empirical findings around the classroom context of decision-making noted above (see reference 3).",0.007786207366734743,0.08780033141374588,0
fold_4,1112,"Building on the long-established methodological contribution of the School's Centre for Applied Research in Education to action research in schools, the project pioneered the idea of engaging young children as action researchers.",0.062204182147979736,0.08780033141374588,0
fold_4,1112,"As well as developing child-friendly methods for data collection and analysis, the project influenced children's roles and identities in the classroom as a result of their involvement as action researchers.",0.019953858107328415,0.08780033141374588,0
fold_4,1112,"In academic publications, Cox and Robinson-Pant (see references 4 and 6) explored the methodological findings around facilitating children's action research in relation to negotiating differing identities, communicative practices and notions of risk.",0.01877415180206299,0.08780033141374588,0
fold_4,1112,"Their earlier CfBT project, `Empowering Children through Visual Communication' (2002-3), explored how adult-child power relationships in school councils were being affected by the promotion of literacy practices common in adult meetings, such as a written agenda and minutes (references 1 and 2).",0.014667307958006859,0.08780033141374588,0
fold_4,1112,These research findings shaped the facilitation methods used in the `Children Decide' project and its aims (see reference 3).,0.021558018401265144,0.08780033141374588,0
fold_4,1112,"Both projects brought together Cox's expertise in primary pedagogy and practice, and Robinson- Pant's expertise in participatory research in international development (particularly in adapting visual methods from Participatory Rural Appraisal, a methodology widely used in the South to empower marginalised groups).",0.02287464216351509,0.08780033141374588,0
fold_4,1112,"This partnership developed dynamic relationships between international, national and regional perspectives, shaping their subsequent ESRC seminar series on `Children as Decision Makers' (2007) which led to the international dissemination and impact of the original `Children Decide' research findings in contexts beyond schools and beyond the UK.",0.015597176738083363,0.08780033141374588,0
fold_4,1112,"Educators, activists and researchers working in countries of both the South and North came together to share and reflect on approaches to facilitating children's participation in educational decision-making (see reference 5).",0.02509978599846363,0.08780033141374588,0
fold_4,1112,"This included hosting an international research seminar in one of the Norfolk partner primary schools so that teachers and children involved in the original Children Decide project could contribute to these wider debates. 
 ",0.02959585189819336,0.08780033141374588,0
fold_4,1112,"This case study considers the evidence of reach and impact on teacher professional development, educational decision-making and classroom practice in the schools directly involved at the time, as well as on organisations that adopted the approach after reading about the project.",0.056923914700746536,0.08780033141374588,0
fold_4,1112,"Dissemination strategy: Immediately after and during the project lifetime (2005-7), dissemination took place at the local level through the following channels: Ongoing development of children's and teachers' practices related to children's participation and decision-making through meetings at the six schools directly involved.",0.02118733525276184,0.08780033141374588,0
fold_4,1112,In Service Training Sessions in local schools given by teachers in the research team.,0.006422062404453754,0.08780033141374588,0
fold_4,1112,The project team published a report (see reference 3) and organised conferences attended by head-teachers and teachers to disseminate ideas and approaches.,0.010956472717225552,0.08780033141374588,0
fold_4,1112,"A conference was organised by the children, teachers and researchers in order for children in the six different schools to share the research findings.",0.027417585253715515,0.08780033141374588,0
fold_4,1112,The UEA researchers were interviewed by local radio about the project.,0.01740562729537487,0.08780033141374588,0
fold_4,1112,"In 2007, in order to reach a national audience, CfBT Education Trust commissioned the team to produce a guide for teachers/educational decision makers across the UK (distributed in hard copy and on CfBT Education Trust's website: cdn.cfbt.com/~/media/cfbtcorporate/files/research/2007/r-children-decide-2007.pdf).",0.024670332670211792,0.08780033141374588,0
fold_4,1112,"The project was also profiled in a Times Educational Supplement feature (`From tiny decisions, great leaders grow', April 2007, see source 2).",0.005015514325350523,0.08780033141374588,0
fold_4,1112,"In 2007, Cox shared the approach with teachers and children in six primary schools in New Zealand.",0.01763967238366604,0.08780033141374588,0
fold_4,1112,"In 2006, Cox and Robinson-Pant obtained ESRC funding for a seminar series on `Children as Decision Makers', bringing the project into international policy and practice contexts through involving researchers, activists and policy- makers (including Non-Governmental Organisations: Forum for Popular Education Nepal, Oxfam GB, People's Action Forum Zambia, EveryChild, and Diganter India).",0.01908286102116108,0.08780033141374588,0
fold_4,1112,A substantial set of materials was developed into an edited book published by Continuum (reference 5).,0.007449249736964703,0.08780033141374588,0
fold_4,1112,"Nature of the impact: In the period 2008-2013, we identify the impact of Children Decide in relation to its two differing but interconnected aims.",0.021913889795541763,0.08780033141374588,0
fold_4,1112,"With regard to enhancing children's participation in educational decision-making, there is evidence of on-going impact on how teachers involve children in decision-making within their schools and classrooms in the local area.",0.01278662495315075,0.08780033141374588,0
fold_4,1112,"This was particularly so in schools where the research was intensively carried out: a teacher commented that the approach is embedded as it still influenced school council activities, with children taking more responsibility for their own learning (source 3).",0.00550052197650075,0.08780033141374588,0
fold_4,1112,"Impact after 2008 was also noted by those who had attended dissemination events, read the CfBT report or engaged with the research at the later ESRC seminar series.",0.00479493523016572,0.08780033141374588,0
fold_4,1112,A head teacher who attended a dissemination conference in 2007 reported the impact of the approach on the development of their Early Years curriculum (see source 4).,0.005206967703998089,0.08780033141374588,0
fold_4,1112,"The director of an educational NGO working in Zambia who attended the ESRC seminar series noted that the work had led her to explore children's participation further, particularly in relation to school governance (source 5).",0.01593031920492649,0.08780033141374588,0
fold_4,1112,"Evidence of the impact on methodological approaches to working with children as researchers has come from NGO practitioners, international policy makers, teachers, head teachers and teacher educators.",0.010998662561178207,0.08780033141374588,0
fold_4,1112,"The significance of this impact, within the policy context, is that international development organisations have adapted the research approach for planning and evaluation purposes.",0.003974501974880695,0.08780033141374588,0
fold_4,1112,"In 2011, the Education Chief of UNICEF Bangladesh noted the influence of the `Children Decide' approach on the development of their Child Friendly School Initiative (source 7).",0.006476913578808308,0.08780033141374588,0
fold_4,1112,An environmental researcher working with an indigenous community in Mexico drew on the approach to involve children in developing a participatory environmental education curriculum for a small NGO (source 8).,0.017714546993374825,0.08780033141374588,0
fold_4,1112,"In 2008 Camfed International commissioned Robinson-Pant and Cox to conduct a child-led baseline study incorporating research methods from the `Children Decide' project, in order to monitor their development education programme in Cambridgeshire schools (source 6).",0.022346938028931618,0.08780033141374588,0
fold_4,1112,"The project also continues to have an impact within schools and higher educational institutions, beyond Norfolk.",0.013830275274813175,0.08780033141374588,0
fold_4,1112,"Within a School of Education in the Midlands, a teacher educator described how the ethos and activities described in the research reports had been incorporated into the BA course for classroom assistants.",0.028712868690490723,0.08780033141374588,0
fold_4,1112,"Since she left the university, certain elements which she designed on the basis of the Children Decide project have been retained in the course (source 9).",0.01255884300917387,0.08780033141374588,0
fold_4,1112,"A head teacher in Cambridgeshire commented on the impact on her current work in schools, enabling her to develop her own practice methodologically (source 10).",0.016267988830804825,0.08780033141374588,0
fold_4,1421," Since 1995 Richard Hodges and a team from the School of World Art Studies (ART, UEA) have guided the development of the UNESCO",0.007056888192892075,0.20108065009117126,1
fold_4,1421,"World Heritage Site at Butrint, Albania, a major Adriatic port and fortress, occupied from c.600 BC until its abandonment from around 1500 AD.",0.07566161453723907,0.20108065009117126,1
fold_4,1421,"The impacts centre on (i) excavation, interpretation and publishing, (ii) the protection of cultural heritage, (iii) job-creation and capacity building, (iv) establishing a standard for the management of related assets in Albania, and (v) tourism, visitor figures having risen from under 1000 per year in the 1990s to 281,441 during the REF period. 
 ",0.020977774634957314,0.20108065009117126,1
fold_4,1421,"Key UEA researchers based in the School of World Art Studies (with dates): Richard Hodges, Professor; Scientific Director, Butrint Foundation (1995-present).",0.020222514867782593,0.20108065009117126,1
fold_4,1421,"John Mitchell, Professor, (1975-present).",0.0034042580518871546,0.20108065009117126,1
fold_4,1421,"Sally Martin, Research Associate (1996-2005).",0.0018369249301031232,0.20108065009117126,1
fold_4,1421,"Will Bowden, Research Associate (2000-2005; UEA PhD 2000, now University of Nottingham).",0.011047625914216042,0.20108065009117126,1
fold_4,1421,"Karen Francis, Research Associate (1996-2005).",0.001422283356077969,0.20108065009117126,1
fold_4,1421,"Oliver Gilkes, Research Associate (1997-2010).",0.0028946888633072376,0.20108065009117126,1
fold_4,1421,"David Bescoby, Research Associate (2005-present, UEA PhD 2003, now based in the School of Environmental Sciences, UEA).",0.007556647527962923,0.20108065009117126,1
fold_4,1421,"Andrew Crowson, Research Associate (2001-present).",0.0011344264494255185,0.20108065009117126,1
fold_4,1421,"Sarah Leppard, Research Associate (2006-2010).",0.002685708459466696,0.20108065009117126,1
fold_4,1421,The wider research has involved a comprehensive archaeological investigation of the urban site of Butrint and its regional context.,0.03510124981403351,0.20108065009117126,1
fold_4,1421,"In the period 1994-99 large-scale archaeological, archival and environmental surveys were undertaken.",0.009544873610138893,0.20108065009117126,1
