Fold,Case ID,Sentence,Attention Weight,Prediction,Label
fold_3,85,"He has been reviewing and writing continuously for The World of Interiors (monthly, readership estimated at 161,000 worldwide) since 1989.",0.022326646372675896,0.12780846655368805,0
fold_3,85,"He occasionally writes for The Tablet, a literary weekly with an average circulation of about 20,000; and for Architecture Today and Architectural Review, the readers of which (just under 20,000, and 12,807 respectively) are mainly architects, regularly bringing his research insights to a professional audience outside academia.",0.019580451771616936,0.12780846655368805,0
fold_3,85,"His general readership books How to Read a Building (2007), Churches (2008), and Architecture (2008) have enabled the promotion of a new interpretation of AWN Pugin, the C19 gothic revival and parsonage building to a growing general audience.",0.02202659286558628,0.12780846655368805,0
fold_3,85,"These books are widely loaned by libraries (7,538 loans, June 2008-June 2012 (latest figures available)).",0.04199827462434769,0.12780846655368805,0
fold_3,85,"Following his earlier contribution to the narrative of the Channel 4 programme `Time Team' on Pugin's house in Ramsgate (about 2M viewers and frequently repeated since 2008), he contributed substantially in this REF period to a BBC4 documentary on Pugin celebrating his bicentenary (2012) which has been repeated many times.",0.048744894564151764,0.12780846655368805,0
fold_3,85,"In the producer's words, the programme `wouldn't have had such an impact but for your excellent contributions'",0.015643488615751266,0.12780846655368805,0
fold_3,85,[letter from corroboration 5.1 below].,0.002091597765684128,0.12780846655368805,0
fold_3,85,"2 REACH: the development of a new critical audience among influential members of the general public, generally through impact on amenity societies Research on parsonages, Field and Manasseh has been and will be incorporated into large- circulation, authoritative guides such as The Buildings of England (Yale UP; several counties, since 2006; most recently, East Sussex and North and North East Kent (both 2013)) and elsewhere, with explicit acknowledgment [see letter from Yale UP, 5.5].",0.015090676955878735,0.12780846655368805,0
fold_3,85,"Leonard Manasseh (see below) will feature in the next edition of the authoritative Oxford Dictionary of Architecture and Landscape Architecture as a result of Brittain-Catlin's work, and he was formally consulted by OUP regarding plans for changing the current content and scope of this important reference work.",0.009268758818507195,0.12780846655368805,0
fold_3,85,Through his work with professional bodies and amenity societies Brittain-Catlin has significantly improved understanding and appreciation of Victorian and gothic revival architecture and led a re- evaluation of key examples.,0.009544091299176216,0.12780846655368805,0
fold_3,85,He was for eight years (until 2012) editor of the Pugin Society's journal and active member of its committee.,0.003998529631644487,0.12780846655368805,0
fold_3,85,"The Society has about 400 members internationally, and is continuously growing.",0.07072984427213669,0.12780846655368805,0
fold_3,85,"It disseminates new research about the Pugin family to a wide audience [3.6] which contains many members who are influential opinion formers (such as politicians, artists in other fields, and many people active in building conservation as practitioners as well as writers and polemicists).",0.005773603916168213,0.12780846655368805,0
fold_3,85,He has been a member of the Southern Buildings Committee of the Victorian Society since 2001 [5.2].,0.0030038587283343077,0.12780846655368805,0
fold_3,85,"This committee is one of two which in effect act as the executive committee of the Society, determining both in general and in detail the policy of the Society regarding alterations to Victorian buildings.",0.0009479626314714551,0.12780846655368805,0
fold_3,85,"The Society is a statutory consultee, and local planning authorities are expected to submit significant proposals to it.",0.00666419044137001,0.12780846655368805,0
fold_3,85,"Examples of continuing and long-term impact on committee decisions have related to development at a series of Pugin houses: The Grange, Ramsgate; the former rectory, Rampisham (upgraded in 2006 to Grade 1 as a result of Brittain-Catlin's research); and Oswaldcroft, Liverpool, during the current period (see below).",0.006814124993979931,0.12780846655368805,0
fold_3,85,"The key insights from Brittain-Catlin's continuing research into the early gothic revival have been frequently presented by him to general audiences drawn from the membership of amenity and similar societies, including the Dundee Conservation Lectures held in 2010 and 2011; the Vernacular Architecture Group (2009); the Essex Historic Buildings Group (2012)",0.04264719784259796,0.12780846655368805,0
fold_3,85,"[5.6]; the Norfolk Historic Buildings Group (2012); the Friends of St Augustine's Church, Ramsgate (2012); the Charing and District Local History Society (2013); the (national) Art Fund (2012), and others.",0.04250689968466759,0.12780846655368805,0
fold_3,85,These talks are generally followed by an article in a society's newsletter which then reaches all members.,0.0028385426849126816,0.12780846655368805,0
fold_3,85,The researcher has received many letters from local history or architectural enthusiasts inspired by The English Parsonage to carry out related researches in their own area.,0.02011331357061863,0.12780846655368805,0
fold_3,85,"3 SIGNIFICANCE: the creation of impact on local communities, through the exploitation of academic research in local sites of heritage significance Brittain-Catlin has acted as a specialist consultant to local planning authorities and developers and has directly influenced decisions on the preservation of a number of significant buildings; and, secondly, he organised a conference with demonstrable local social, cultural and economic impact.",0.03375880792737007,0.12780846655368805,0
fold_3,85,Research into both early C19 and mid-C20 architecture has resulted in Brittain-Catlin providing advice in response to requests from local planning authorities.,0.013996221125125885,0.12780846655368805,0
fold_3,85,"Examples include work for Kirklees Council, which wrote that his research was `of significant use' in determining an application to demolish a vicarage at Paddock, near Huddersfield [5.7].",0.009547543711960316,0.12780846655368805,0
fold_3,85,"In the case of the Pugin house `Oswaldcroft', the Victorian Society's official response to an original listed building application was based directly on Brittain-Catlin's detailed case; the local conservation officer then suggested to a subsequent developer that Brittain-Catlin should prepare the Statement of Historical Asset Significance for a subsequent application.",0.0032433720771223307,0.12780846655368805,0
fold_3,85,"This he did, resulting in the granting of listed building consent [5.3].",0.009352367371320724,0.12780846655368805,0
fold_3,85,"The project architect commented that `it is without question that had we not had the knowledge and research prepared by Mr Timothy Brittain-Catlin, then our client's planning application would have struggled to obtain local authority approval including English Heritage' [5.3].",0.016953425481915474,0.12780846655368805,0
fold_3,85,"Brittain-Catlin is an active trustee and publications committee chair of the Twentieth Century Society (C20S), which supported his case for the listing of Leonard Manasseh buildings in London [5.4; 5.10].",0.00834095012396574,0.12780846655368805,0
fold_3,85,Other listing applications have since been initiated through C20S on the basis of his research.,0.006710139103233814,0.12780846655368805,0
fold_3,85,"The Designations Director of English Heritage has written confirming the important role of the C20S / EH / RIBA series, to which both Brittain-Catlin and Adler contributed during the REF period, in `the delivery of protection through listing, through informing planning decisions, and by engaging owners and their agents in better appreciating their property.",0.0048727006651461124,0.12780846655368805,0
fold_3,85,"We have directly drawn on these titles in preparing listing recommendations for DCMS, and they contribute directly into our thematic assessment approach' [5.10].",0.01674801856279373,0.12780846655368805,0
fold_3,85,"Similarly, The Victorian Society has sought the listing of buildings designed by Horace Field on the basis of Brittain-Catlin 's published research [3.3, 3.5] [5.2]: The C20S will likewise seek listing for the work of Edgar Ranger, currently being researched.",0.00879632867872715,0.12780846655368805,0
fold_3,85,"As a trustee of the C20S, the researcher was an active member of a body consulted by the Department of Culture, Media and Sport regarding their Improving Listed Building Consent (2012).",0.046587467193603516,0.12780846655368805,0
fold_3,85,"The conference `New Directions in Gothic Revival Studies Worldwide' (Canterbury, July 2012), demonstrates the route to research impact: the researcher's status, based on his publications [eg, 3.1, 3.2, 3.6] enabled him to convene a major international conference, and he devised a programme with broad impact potential.",0.029244722798466682,0.12780846655368805,0
fold_3,85,"Events were held in Ramsgate, open to all, in which anyone with an interest in local architecture could meet the worldwide leaders of gothic revival scholarship; and Pugin Society members could attend the conference for a very much reduced rate.",0.020686281844973564,0.12780846655368805,0
fold_3,85,"Conference events included talks that were accessible for a non-academic audience, drawn by the researcher's general readership books.",0.031233202666044235,0.12780846655368805,0
fold_3,85,"Events were reported in the local press, and in the Architectural Review (international professional readership).",0.004775948356837034,0.12780846655368805,0
fold_3,85,Brittain-Catlin spoke on BBC Kent (12.7.12).,0.014130506664514542,0.12780846655368805,0
fold_3,85,"Following his initiative with Thanet District Council, academic speakers at the conference were transported free in evenings and mornings between the conference site and Ramsgate in order to support local bed & breakfast owners and contribute to the local economy.",0.03521312028169632,0.12780846655368805,0
fold_3,85,"The conference also introduced conference speakers to the Ramsgate Society, a local amenity society, by organising tours of the town.",0.024713702499866486,0.12780846655368805,0
fold_3,85,"Thanet District Council's tourist manager Paula Harbidge commented `Such events are wonderful for the local economy and they also enhance the area's reputation - nationally and internationally', (reported in Thanet Extra, 11.7.2012, p 2 [5.9]).",0.046957507729530334,0.12780846655368805,0
fold_3,85,These events are an example of successful strategic impact planning and provide a model for a type of future activity.,0.013552692718803883,0.12780846655368805,0
fold_3,543," This case study describes how an economic and statistical analysis of tax policy undertaken by Chris Heady has been used to inform fiscal policy decisions, both in the UK and overseas.",0.05139930918812752,0.6657981276512146,0
fold_3,543,"The research has had a direct impact on public policy, informing HM Treasury's decision in 2011 to increase the main rate of value added tax and accelerate the reduction in the rate of corporation tax.",0.04365639388561249,0.6657981276512146,0
fold_3,543,"It has also had a broader impact through contributing to the government's understanding of the role of tax policy in promoting growth, and through informing public understanding of the issue.",0.01662432588636875,0.6657981276512146,0
fold_3,543,"In addition to its significance to UK public policy, the research has had international reach as it has been presented for discussion by the international tax community and international organisations. 
 ",0.06402663141489029,0.6657981276512146,0
fold_3,543,The purpose of the research undertaken by Professor Heady and his co-authors was to analyse how tax policy could simultaneously aid short-term economic recovery and increase the longer- term rate of growth.,0.026803668588399887,0.6657981276512146,0
fold_3,543,"The first part of this research consisted of detailed statistical analysis of the effects of tax structure on investment, productivity growth and overall economic growth in OECD countries over a period of more than 30 years.",0.01289870124310255,0.6657981276512146,0
fold_3,543,"The second part of the research combined these statistical growth results with an analysis of how tax policy would affect short-term recovery and inequality, based on theoretical reasoning and analysis of published empirical research.",0.010370713658630848,0.6657981276512146,0
fold_3,543,The research was particularly influential because it was the most detailed research on this topic that had been undertaken.,0.03816135972738266,0.6657981276512146,0
fold_3,543,"The main research findings were that a shift of taxation away from income taxes (particularly corporate income tax) towards consumption taxes and property taxes could increase growth, as could reductions in the top rate of personal income tax and the taxation of low-skilled workers.",0.0076552703976631165,0.6657981276512146,0
fold_3,543,"On the other hand, tax changes to promote short-term economic recovery at the lowest budgetary cost were likely to be cuts in the taxation of those on low incomes.",0.010917449370026588,0.6657981276512146,0
fold_3,543,"Therefore, a reduction in the taxation (both personal income tax and social security contributions) of low-skilled workers would contribute to both the short-term goal of aiding recovery and the long-term goal of securing growth.",0.014470689930021763,0.6657981276512146,0
fold_3,543,The research was started while Professor Heady was at the OECD and involved a number of OECD staff.,0.026509903371334076,0.6657981276512146,0
fold_3,543,Professor Heady was one of the two leaders of the project and he was responsible for the tax policy analysis.,0.022510871291160583,0.6657981276512146,0
fold_3,543,The other project leader was responsible for the statistical work.,0.02866838499903679,0.6657981276512146,0
fold_3,543,Following Professor Heady's appointment to the University in 2009 he developed the research contained in an OECD report to which he had contributed (reference 1) into academically publishable research outputs (reference 2 to reference 3).,0.0896298959851265,0.6657981276512146,0
fold_3,543,"In his new role he recognised the academic and impact potential of the research, and worked on combining the longer-term statistical results that had been obtained at the OECD with the new short-run concerns of economic recovery.",0.01471269503235817,0.6657981276512146,0
fold_3,543,"In view of the innovative nature of the research, combining long-run supply-side analysis with short-run demand side considerations, he worked towards publication in a high quality journal.",0.03130057081580162,0.6657981276512146,0
fold_3,543,His work was initially published as a University of Kent discussion paper (reference 2) before being submitted to the Economic Journal.,0.017336970195174217,0.6657981276512146,0
fold_3,543,A revised version was accepted and published in 2011 (reference 3).,0.05245696008205414,0.6657981276512146,0
fold_3,543,"In order to engage more widely with the policy community and to inform debate on the issues, a media briefing was prepared and issued by the Royal Economic Society (source 3), and Heady also wrote an article for VoxEU, a website set up by the Centre for Economic Policy Research specialising in economic policy issues and widely read by economists with a policy interest, particularly in the European Union (reference 4). 
 ",0.01946355402469635,0.6657981276512146,0
fold_3,543,"Heady's research was used and cited by HM Treasury in its `Plan for Growth' report, published at the time of the March 2011 budget statement (source 1).",0.09265261143445969,0.6657981276512146,0
fold_3,543,"Specifically, HM Treasury made reference to the research result about the growth impacts of moving from income taxes towards consumption and property taxes.",0.012690098024904728,0.6657981276512146,0
fold_3,543,In this way the research contributed to government's understanding of the issues and shaped the policy approach to economic recovery.,0.006948382593691349,0.6657981276512146,0
fold_3,543,The impact of Heady's work has reach and significance beyond government.,0.011692287400364876,0.6657981276512146,0
fold_3,543,"He has informed and stimulated expert debate, for example through presenting his findings of the link between tax policy and growth at a conference of the International Tax Dialogue, an organisation that includes most of the major tax authorities in the world (source 7).",0.04175983741879463,0.6657981276512146,0
fold_3,543,"The ITD is a collaborative arrangement between the EC, IDB, IMF, OECD, World Bank Group and CIAT to encourage and facilitate discussion of tax matters among national tax officials, international organisations, and a range of other key stakeholders.",0.022009840235114098,0.6657981276512146,0
fold_3,543,"He has also contributed to public understanding of the issues via his media work, including a major press briefing organised by the Royal Economic Society which was used to disseminate his findings to key national and international economics correspondents.",0.01798700913786888,0.6657981276512146,0
fold_3,543,"The briefing led to significant international media coverage, including articles in the Wall Street Journal (source 4) and the BBC (source 5).",0.03338880091905594,0.6657981276512146,0
fold_3,543,"His article for Vox (reference 4) has been accessed nearly 9000 times and has also been picked up and reproduced on the US-based website, Global Economic Intersection (source 2).",0.02732524648308754,0.6657981276512146,0
fold_3,543,"This site features original economic commentary, debate, and economic analysis of the economic effects on finance, investing, social interactions, and politics / public policy.",0.006487218663096428,0.6657981276512146,0
fold_3,543,The research has impact on international organisations.,0.015316510573029518,0.6657981276512146,0
fold_3,543,It has been cited by the OECD as a basis for policy reform to increase employment (source 6) and the IMF as the basis for its analysis of tax composition and growth in a wider range of countries (source 8).,0.005933947395533323,0.6657981276512146,0
fold_3,543,"A further example of the work's international impact is provided by a paper on `Tax Policy and Economic Growth' in Jamaica from the Bank of Jamaica (source 9), which cites the methodology and analysis of reference 3.",0.015785634517669678,0.6657981276512146,0
fold_3,543,Heady's research continues to influence government policy on taxation.,0.014505526050925255,0.6657981276512146,0
fold_3,543,Recent evidence of this continuing Treasury interest is contained in source 10.,0.07594271004199982,0.6657981276512146,0
fold_3,544, This case study describes how research undertaken by Sophia Davidova and Alistair Bailey contributed to raising the issue of the welfare of small farmers in Europe onto the EU policy agenda.,0.03846259415149689,0.35406994819641113,0
fold_3,544,The impact of their research is clearly reflected in papers and legislative proposals produced by the European Commission.,0.004479169845581055,0.35406994819641113,0
fold_3,544,"As a result of the research, the European Commission was able to identify clearly the policy target group and to propose a simplified post-2013 Common Agricultural Policy (CAP) flat-rate payment scheme to small and semi-subsistence farmers, which was debated and approved by the EU Council and Parliament in June 2013.",0.012297334149479866,0.35406994819641113,0
fold_3,544,The impact has been international in reach and has led to significant policy change for EU subsistence farmers.,0.00998633448034525,0.35406994819641113,0
fold_3,544,The direct beneficiaries of the research have been agricultural policy makers in the European Commission.,0.009874245151877403,0.35406994819641113,0
fold_3,544,"The indirect beneficiaries are the 11 million small farmers who, within the CAP for the period 2013-2020, will enjoy a simplified flat-rate payment scheme for support. 
 ",0.026044271886348724,0.35406994819641113,0
fold_3,544,"The development of this research was motivated by the fact that, despite a succession of reforms, the CAP still accounts for about 43% of the EU budget.",0.011022794060409069,0.35406994819641113,0
fold_3,544,"Yet taxpayers' money has not contributed effectively to the CAP's main objectives, which are to ensure a fair standard of living for the agricultural community and to contribute to the stability of farm incomes.",0.002555669518187642,0.35406994819641113,0
fold_3,544,"Under the label of `income support', CAP transfers have mainly benefitted large farms, a regressive policy, increasing the farm income gap between large and small farmers.",0.0019847864750772715,0.35406994819641113,0
fold_3,544,"Moreover, the landscape of European agriculture has changed as a consequence of the two enlargements since 2000, which have resulted in a massive expansion in the number of small and semi-subsistence farmers.",0.011845176108181477,0.35406994819641113,0
fold_3,544,"Research by Davidova et al described the capacity of subsistence farming to alleviate rural poverty and improve welfare in the poorer EU New Member States (references 1, 5).",0.019725462421774864,0.35406994819641113,0
fold_3,544,"The CAP Rural Development Regulation has a measure to facilitate the market integration of semi-subsistence farming, and the research provided insights into the factors that can stimulate this process, particularly technology, and the attitude and perceptions of farming households were revealed as important factors influencing the commercialisation process (reference 1).",0.03346465528011322,0.35406994819641113,0
fold_3,544,"One of the practical difficulties faced by policy makers is in defining the policy target group, as `small' and `semi-subsistence' farms can be defined in a variety of ways by applying different indicators.",0.002963903360068798,0.35406994819641113,0
fold_3,544,"For instance, if semi-subsistence is defined to be farms which consume more than 50% of their output, then it is a very substantial group of 5.8 million farmers (48% of all farms in the EU).",0.04159105569124222,0.35406994819641113,0
fold_3,544,"The research investigated different indicators (market participation, economic size and various measures of physical size of the farm), emphasising their strengths and weaknesses, and the sensitivity of estimates of the total population of small farms in Europe to the selected criterion (references 1, 2, and 3).",0.011866307817399502,0.35406994819641113,0
fold_3,544,Another insight that relates to the impact is the provision of ecosystem services by small and semi-subsistence farmers.,0.006298935506492853,0.35406994819641113,0
fold_3,544,"Research conducted for the Structural Change in Agriculture and Rural Livelihoods (SCARLED) project (reference 6), disseminated via conference papers and reports to the European Network for Rural Development and the European Parliament, found a negative and significant relationship between environmental efficiency and market integration, supporting the claim that semi-subsistence farming is environmentally friendlier than specialised commercial operations.",0.03392065316438675,0.35406994819641113,0
fold_3,544,"The research also indicated that awareness of the positive externalities (social benefits exceed private benefits) supplied by small farmers in general is very limited among policymakers and the wider population, and so more information and engagement is necessary (references 3, 5).",0.01090578269213438,0.35406994819641113,0
fold_3,544,"The underpinning research described above was undertaken by Sophia Davidova (lead researcher and Director of the School's Centre for European Agri-Environmental Studies, CEAS) and Alastair Bailey, both at Kent.",0.057606473565101624,0.35406994819641113,0
fold_3,544,"The project started in 2007 with an EU FP6 research grant, funded by the European Commission, titled SCARLED.",0.08214280009269714,0.35406994819641113,0
fold_3,544,This was a continuation of the long-term interests of Professor Davidova into the differences in farm structures in the EU and the factors affecting their efficiency.,0.01455930806696415,0.35406994819641113,0
fold_3,544,"SCARLED (reference 7) had project partners from Universities and Research Institutes in seven other EU Member States. 
 ",0.09496161341667175,0.35406994819641113,0
fold_3,544,Problems in the effectiveness of the CAP income payments system have been exacerbated with the two EU enlargements since 2000.,0.0015835457015782595,0.35406994819641113,0
fold_3,544,The 12 New Member States are characterised by a large population of small and semi-subsistence farmers.,0.007866387255489826,0.35406994819641113,0
fold_3,544,Reference 2 indicates that the highest estimate of the joint population of small and semi-subsistence farmers was 11 million in the enlarged EU (27 States).,0.037113405764102936,0.35406994819641113,0
fold_3,544,"This finding was used and cited by the European Commission, for example in the report by the Director in the Directorate of Agriculture and Rural Development in 2010 (source 6).",0.015408406965434551,0.35406994819641113,0
fold_3,544,The research described in this case study started in the period of the second enlargement in 2007.,0.02848389744758606,0.35406994819641113,0
fold_3,544,By that time the decisions about the CAP for the EU financial period 2007-2013 had already been made.,0.007371844258159399,0.35406994819641113,0
fold_3,544,The research findings have had an impact on the policy agenda and policy setting for the CAP post-2013 (sources 7 and 8).,0.006884575355798006,0.35406994819641113,0
fold_3,544,References 2 and 3 raised the issue of the lack of a rigorous definition of small and semi-subsistence farming.,0.003326557343825698,0.35406994819641113,0
fold_3,544,"Reference 2 was commissioned by the European Network for Rural Development (ENRD) and by the European Commission, Directorate General Agriculture and Rural Development.",0.02631322853267193,0.35406994819641113,0
fold_3,544,On two occasions Davidova was invited to brief officials from the Directorate.,0.0026007757987827063,0.35406994819641113,0
fold_3,544,"The seminar `Semi-subsistence farming in the EU: Current situation and future prospects' in October 2010, at which the paper was presented, was attended by the European Commissioner for Agriculture, Directors and Head of Units in the Directorate Agriculture and Rural Development, and rural stakeholders from EU Member States.",0.06652924418449402,0.35406994819641113,0
fold_3,544,"The results suggested a range of indicators and thresholds that could be applied in the definition of semi-subsistence farming, for example a share of output sold as a proxy for market participation; economic size; or physical measures, for example farm land smaller than 5 hectares, or a standard labour requirement as used in the UK.",0.010110822506248951,0.35406994819641113,0
fold_3,544,These indicators were picked up and developed in the EU Agricultural Economic Brief of July 2011 (source 4) `What is a small farm?',0.014397618360817432,0.35406994819641113,0
fold_3,544,This brief referred explicitly to reference 4.,0.005810772068798542,0.35406994819641113,0
fold_3,544,"Reference 5 was commissioned by the European Parliament, Directorate General for Internal Policies, Policy Department B: Structural and Cohesion Policies, Agriculture and Rural Development.",0.0068565127439796925,0.35406994819641113,0
fold_3,544,Professor Davidova was invited to present the main conclusions and recommendations to MEPs - members of COMAGRI.,0.017382213845849037,0.35406994819641113,0
fold_3,544,The final results of the research for SCARLED project (reference 7) were reported to the European Commission representatives at a meeting in Brussels in 2010.,0.030656125396490097,0.35406994819641113,0
fold_3,544,"In the legislative Proposal by the European Commission for a Regulation of the European Parliament and of the Council establishing Rules for Direct Payments to Farmers under Support Schemes within the Framework of the Common Agricultural Policy (source 2, October 2011), Article 49(1b), the highest threshold for small farms has been set at 3 hectares.",0.018464526161551476,0.35406994819641113,0
fold_3,544,Reference 1 recommended a flat cash multiannual payment to small and semi-subsistence farms funded by the Rural Development fund.,0.0071194651536643505,0.35406994819641113,0
fold_3,544,It also suggested that although it is tempting to ask for business plans and set mid-term performance targets the costs of such control might rapidly exceed the benefits.,0.0049101803451776505,0.35406994819641113,0
fold_3,544,"In the Proposal for Regulation on establishing rules for direct payments to farmers under support schemes within the framework of CAP, the text of Article 49(2) specifies that the support to small farmers will be a flat payment between EURO 500 and 1,000 without a request for a business plan.",0.018784573301672935,0.35406994819641113,0
fold_3,544,These policy proposals identified by the research were acted upon by the Commission and were taken up by the Council and Parliament (reference 6) and adopted in June 2013 (source 7).,0.02085280604660511,0.35406994819641113,0
fold_3,544,References 2 and 3 also argued that the importance of small farmers is in maintaining the traditional landscape and vitality of rural communities.,0.005464043002575636,0.35406994819641113,0
fold_3,544,References 1 and 2 underlined the social and welfare role of semi-subsistence farming by estimating the value of non-marketed output and its contribution to total household incomes.,0.014563146978616714,0.35406994819641113,0
fold_3,544,These ideas have had impact on the economic justifications for support to small farmers.,0.0042407456785440445,0.35406994819641113,0
fold_3,544,"For example, in his speech in October 2010, the European Commissioner for Agriculture cited the research and emphasised that ""the performance of small farms can be measured not only in terms of economic competitiveness but also by their role in the sustainable management of natural resources and land use"" (sources 5 and 3).",0.01405497919768095,0.35406994819641113,0
fold_3,544,"In addition, The Special Euro Barometer on CAP (2011) asked in Section 1.3 for justifications of simplification of support to small farmers, including options as to their role in social activity and in their contribution to the beauty of the countryside (sources 1 and 3).",0.007035588845610619,0.35406994819641113,0
fold_3,544,The direct beneficiary of the research has been agricultural policy makers in the European Commission who (i) were able to identify the group of small and semi-subsistence farmers; (ii) had academic research supporting the positive roles of these farmers beyond the output of food and fibre; and (iii) were provided with ideas for improved support design to small farmers that could involve lower transaction costs.,0.017196105793118477,0.35406994819641113,0
fold_3,544,"The indirect, but important, beneficiaries are the 11 million small farmers who, within the CAP for the period 2013-2020, will enjoy a simplified flat-rate payment scheme for support, which was agreed by the European Parliament in June 2013 (source 7).",0.040058646351099014,0.35406994819641113,0
fold_3,545, The research described in this case study has had a significant impact on the policy debate on the economic role of independent schools in Britain and what might be learned to improve policy in state education.,0.018961617723107338,0.5381314158439636,0
fold_3,545,"Moreover, the research has informed the government's approach to funding the teaching of STEM subjects and has led to better public awareness and understanding of the issues.",0.04428102821111679,0.5381314158439636,0
fold_3,545,"The findings have provided policy-makers in education and government economists with a better knowledge base with which to consider and evaluate the role of the independent education sector in Britain and to contribute to the debate on skills, social mobility and inter-generational transfer through educational outcomes.",0.017796458676457405,0.5381314158439636,0
fold_3,545,A better understanding of academic privilege is part of the key to understanding social disadvantage.,0.01056086365133524,0.5381314158439636,0
fold_3,545,"The reach of the impact is mainly in England, and its significance is in encouraging the improvement of educational outcomes in state schools, which can change lives for the better. 
 ",0.025402715429663658,0.5381314158439636,0
fold_3,545,"The research was carried out between 2006 and 2011 by Yu Zhu (Kent), Francis Green (Kent) Stephen Machin (UCL) and Richard Murphy (UCL).",0.051915187388658524,0.5381314158439636,0
fold_3,545,It was the first major quantitative research of the economic role of independent schools in England to use large micro data sets.,0.012713085860013962,0.5381314158439636,0
fold_3,545,The project involved secondary analyses of several large survey data sets in order to examine the economic effects of independent schools over time (reference 4).,0.009434516541659832,0.5381314158439636,0
fold_3,545,"Independent schools employ an increasingly disproportionate share of teachers in Britain, relative to the number of their pupils.",0.015452321618795395,0.5381314158439636,0
